ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
kilm1241a-A_01_4-am-17,"`Biper ereyo nake,'' em Bu i tok olsem",biper	ere-yo	nake	em	Bu	i	tok	olsem,possum	PROX-LOC	sit	APH(TP)	Bu	PRED(TP)	speak(TP)	like.this(TP),"{``}Possums stay here,'' that's what Bu was saying.",A_01_4-am,17,kilm1241,kilm1241a,WORD_ALIGNED,"{""PROX"": ""proximal"", ""LOC"": ""locative"", ""APH"": ""anaphor"", ""TP"": ""from Tok Pisin"", ""PRED"": ""predicate""}"
kilm1241a-A_01_4-am-18,u ki mosaupi telefon ikep roki: Ipor Dawapyo,Bu	ki	mosaupi	telefon	ikep	ro-ki	Ipor	Dawap-yo,Bu	APH	teach	phone(TP)	3SG.POSS.EMPH	PROX-APH	Ipor	Dawap-LOC,Bu teaches and his messengers are these: Ipor and Dawap.,A_01_4-am,18,kilm1241,kilm1241a,WORD_ALIGNED,"{""APH"": ""anaphor"", ""TP"": ""from Tok Pisin"", ""SG"": ""singular"", ""POSS"": ""possessive"", ""EMPH"": ""emphatic"", ""PROX"": ""proximal"", ""LOC"": ""locative""}"
kilm1241a-A_01_4-am-19,`Bras ereyo nake.'' Ki kiwiyapno du mauo. ``Biep ereyo nui.',bras	ere-yo	nake	ki	k-wiye-no	du	mauo	biep	ere-yo	nui,bandicoot	PROX-LOC	sit	APH	SUB-hold-CO	bush	roam.PP	boar	PROX-LOC	sleep,{``}Bandicoots stay here.'' Catching them he roamed the bush. ``Boars live here.'',A_01_4-am,19,kilm1241,kilm1241a,WORD_ALIGNED,"{""PROX"": ""proximal"", ""LOC"": ""locative"", ""APH"": ""anaphor"", ""SUB"": ""subordinating"", ""CO"": ""connective"", ""PP"": ""punctual past""}"
kilm1241a-A_01_4-am-20,m Ipor ki mui bo Dawapyo: ``Ako depi e luwali.'' Em Bu ki muli mosaupi,em	Ipor	ki	mui	bo	Dawap-yo	ako	de-pi	e	luwali	em	Bu	ki	muli	mosaupi,APH(TP)	Ipor	APH	say	word	Dawap-LOC	wife	2SG-POSS	lover	have.sexual.intercourse	APH(TP)	Bu	APH	speak	teach,"Ipor tells news, with Dawap: ``Your wife has sex with a lover.'' Bu (also) provides information (of this kind).",A_01_4-am,20,kilm1241,kilm1241a,WORD_ALIGNED,"{""APH"": ""anaphor"", ""TP"": ""from Tok Pisin"", ""LOC"": ""locative"", ""SG"": ""singular"", ""POSS"": ""possessive""}"
kilm1241a-A_01_4-am-21,"no kilimpo yenaro an kini. Bu ki muelo: ``Tripela wiyo, ere ere ere wiyo.'",ono	kilim-po	yena=ro	an\_kini	Bu	ki	muelo	tripela	bia	wiyo	ere	ere	ere	wiyo,man	kill(TP)-LV.PP	people=EMPH	five	Bu	APH	talk.to.PP	three(TP)	corpse	hold.PP	PROX	PROX	PROX	hold.PP,"They killed the lover, five people altogether. Bu talked (to them). Three held  the corpse, this one, this one, and this one took (it) (together).",A_01_4-am,21,kilm1241,kilm1241a,WORD_ALIGNED,"{""TP"": ""from Tok Pisin"", ""LV"": ""light verb"", ""PP"": ""punctual past"", ""EMPH"": ""emphatic"", ""APH"": ""anaphor"", ""PROX"": ""proximal""}"
kilm1241a-A_01_4-am-22,"upulupipno yena rais ileulipop, yena rais nop. Due komoipno riyo sonipop, yip riyo palimen yip",k-pulupi-p-no	yena	rais	ile-uli-pi-p	yena	rais	ni-p	due	k-moi-p-no	ri-yo	soni-pi-p	yip	ri-yo	palimen	yip,SUB-come.PL-PC-CO	people	rice(TP)	eat.PL.A-PROG-LV-PC	people	rice(TP)	eat-PC	sago.palm	SUB-fell-PC-CO	DIST-LOC	pulverise.sago.pith-LV-PC	house	DIST-LOC	parliament	house,"When they had come, the people used to eat rice. They were eating rice. Having cut a sago palm, they processed the sago pith there, in that house, the Parliament House.",A_01_4-am,22,kilm1241,kilm1241a,WORD_ALIGNED,"{""SUB"": ""subordinating"", ""PL"": ""plural"", ""PC"": ""continuous past"", ""CO"": ""connective"", ""TP"": ""from Tok Pisin"", ""PROG"": ""progressive"", ""LV"": ""light verb"", ""DIST"": ""distal"", ""LOC"": ""locative""}"
kilm1241a-A_01_4-am-23,"u paekyo lulipop, ep epi rka rka",pu\_paek-yo	luli-pi-p	ep	epi	r(i)-ka	r(i)-ka,water.hole-LOC	mix.with.water-LV-PC	rinse.water	side	DIST-PATH	DIST-PATH,They washed (the sago pith) near the water. The rinse water (streamed) to all sides.,A_01_4-am,23,kilm1241,kilm1241a,WORD_ALIGNED,"{""LOC"": ""locative"", ""LV"": ""light verb"", ""PC"": ""continuous past"", ""DIST"": ""distal"", ""PATH"": ""path""}"
kilm1241a-A_01_4-am-24,"aua. Noah ki wokimpo, Noah Noah ponamo. Yena ke God ruri, yena ke God plas. Yelo roise po, wokimpo Am",paua	Noah	ki	wokim-po	Noah	Noah	ponamo	yena	ke	God	ruri	yena	ke	God	plas	yelo	roise	po	wokim-po	Am,power(TP)	Noah	APH	work(TP)-LV.PP	Noah	Noah	give.3SG.OR.PP	people	APH	God	child	people	APH	God	semen	ground	together	make.PP	work(TP)-LV.PP	Am,"Noah created the power. Noah, Noah gave it (to Bu). (All) the people are children of God, they are the sperm of God. He created them and the earth. He created Am.",A_01_4-am,24,kilm1241,kilm1241a,WORD_ALIGNED,"{""TP"": ""from Tok Pisin"", ""APH"": ""anaphor"", ""LV"": ""light verb"", ""PP"": ""punctual past"", ""SG"": ""singular"", ""OR"": ""recipient object""}"
kilm1241a-A_01_4-am-25,"api diri kepro Boyau, Bu Ilop diri kep, roki kamapimporo uke oki nake",Wapi	diri	kep=ro	Boyau	Bu	Ilöp	diri	kep	ro-ki	kamapim-po=ro	uke	o-ki	nake,Wapi	younger.brother	3SG.POSS=EMPH	Boyau	Bu	Ilöp	younger.brother	3SG.POSS	PROX-APH	originate(TP)-LV.PP=EMPH	we.EXCL	PROX-APH	live,"Wapi and his younger brother Boyau, Bu and his younger brother Ilöp come from  here, (where) we live (now).",A_01_4-am,25,kilm1241,kilm1241a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""EMPH"": ""emphatic"", ""PROX"": ""proximal"", ""APH"": ""anaphor"", ""TP"": ""from Tok Pisin"", ""LV"": ""light verb"", ""PP"": ""punctual past"", ""EXCL"": ""exclusive""}"
kilm1241a-A_01_4-am-26,"oni pastaim uke maloro, moni ukeyo polip moni dere",moni	pastaim	uke	malo=ro	moni	uke-yo	poli-p	moni	dere,money(TP)	first(TP)	we.EXCL	hear.PP=EMPH	money(TP)	we.EXCL-LOC	be.there-PC	money(TP)	ancestor,"When we heard of money first, we (already) had money. Money (and richness) from the ancestors.",A_01_4-am,26,kilm1241,kilm1241a,WORD_ALIGNED,"{""TP"": ""from Tok Pisin"", ""EXCL"": ""exclusive"", ""PP"": ""punctual past"", ""EMPH"": ""emphatic"", ""LOC"": ""locative"", ""PC"": ""continuous past""}"
kilm1241a-A_01_4-am-27,"keyo solo polip, Öu dere mi ukero muli Öu klen",uke-yo	solo	poli-p	Öu	dere	mi	uke=ro	muli	Öu	klen,we.EXCL-LOC	only	be.there-PC	Öu	ancestor	again	we.EXCL=EMPH	speak	Öu	clan(TP),"(The money) was simply with us, from the Öu ancestor, as we call him, the Öu clan.",A_01_4-am,27,kilm1241,kilm1241a,WORD_ALIGNED,"{""EXCL"": ""exclusive"", ""LOC"": ""locative"", ""PC"": ""continuous past"", ""EMPH"": ""emphatic"", ""TP"": ""from Tok Pisin""}"
kilm1241a-A_01_4-am-28,"uppuapno, Wiba Yaebu kinapno Omoi siyui, Pupulboli",k-ppue-p-no	Wiba	Yaebu	ki-na-p-no	Omoi	siyu-i	Pupulboli,SUB-go.up-PC-CO	Wiba	Yaebu	SUB-come.inside-PC-CO	Omoi	throw.PP-DU.A	Pupulboli,"Wiba and Yaebu came to the land here. Having come in, they (founded) Omoi and dug (the well) Pupulboli.'\footnote{The name Pupulboli literally means `origin of shining water'.",A_01_4-am,28,kilm1241,kilm1241a,WORD_ALIGNED,"{""SUB"": ""subordinating"", ""PC"": ""continuous past"", ""CO"": ""connective"", ""PP"": ""punctual past"", ""DU"": ""dual""}"
kilm1241a-A_01_4-am-29,"aebu bilong Waes dere, Wiba bilong Öu dere",Yaebu	bilong	Waes	dere	Wiba	bilong	Öu	dere,Yaebu	POSS(TP)	Waes	ancestor	Wiba	POSS(TP)	Öu	ancestor,"Yaebu is a Waes ancestor, and Wiba is an Öu ancestor.",A_01_4-am,29,kilm1241,kilm1241a,WORD_ALIGNED,"{""POSS"": ""possessive"", ""TP"": ""from Tok Pisin""}"
kilm1241a-A_01_4-am-30,"aebu third komanoko, ruwaesi nambawan ipei kopi. Mi Yaebu third karimpo",Yaebu	third	komanoko	ruwaesi	nambawan	ipei	ko-pi	mi	Yaebu	third	karim-po,Yaebu	third(TP)	?	small.child	first(TP)	firstborn	1SG-POSS	again	Yaebu	third(TP)	beget(TP)-LV.PP,"The third, Yaebu -- as I named him -- is my firstborn child. I begot the third,  Yaebu.",A_01_4-am,30,kilm1241,kilm1241a,WORD_ALIGNED,"{""TP"": ""from Tok Pisin"", ""SG"": ""singular"", ""POSS"": ""possessive"", ""LV"": ""light verb"", ""PP"": ""punctual past""}"
kilm1241a-A_01_4-am-31,"upulboli pu ulno ipiyopi. Pu kipiyapno wepuloi, Bu ponamoi",Pupulboli	pu	ul-no	ipiyo-i	pu	k-ipiye-i-p-no	wepulo-i	Bu	ponamo-i,Pupulboli	water	bamboo-INS	fill.in.a.container.PP-DU.A	water	SUB-fill.in.a.container-DU.A-PC-CO	bring.PP-DU.A	Bu	give.3SG.OR.PP-DU.A,They filled water from Pupulboli in bamboo containers. After filling them they brought them (to a certain place) and gave them to Bu.'\footnote{The two men might have given some water to Bu as a kind of offering.,A_01_4-am,31,kilm1241,kilm1241a,WORD_ALIGNED,"{""INS"": ""instrumental"", ""PP"": ""punctual past"", ""DU"": ""dual"", ""SUB"": ""subordinating"", ""PC"": ""continuous past"", ""CO"": ""connective"", ""SG"": ""singular"", ""OR"": ""recipient object""}"
kilm1241a-A_01_4-am-32,"ena ro kiriyapno yilau layepanepo. Onume layepanepo, Omoiyo molo",yena	ro	k-riye-p-no	yilau	layepane-po	Onume	layepane-po	Omoi-yo	molo,people	PROX	SUB-see.O.INANIM-PC-CO	place	leave.behind-LV.PP	Onume	leave.behind-LV.PP	Omoi-LOC	go.PL.PP,"When the people saw this, they left the place. They left Onume and went to Omoi.",A_01_4-am,32,kilm1241,kilm1241a,WORD_ALIGNED,"{""PROX"": ""proximal"", ""SUB"": ""subordinating"", ""INANIM"": ""inanimate"", ""PC"": ""continuous past"", ""CO"": ""connective"", ""LV"": ""light verb"", ""PP"": ""punctual past"", ""LOC"": ""locative"", ""PL"": ""plural""}"
kilm1241a-A_01_4-am-33,"au ol i stap long Omoi, Omoiyo mape",nau	ol	i	stap	long	Omoi	Omoi-yo	mape,now(TP)	APH.PL(TP)	PRED(TP)	live(TP)	PREP(TP)	Omoi	Omoi-LOC	live.PL,"Nowadays they live in Omoi, they live in Omoi.",A_01_4-am,33,kilm1241,kilm1241a,WORD_ALIGNED,"{""TP"": ""from Tok Pisin"", ""APH"": ""anaphor"", ""PL"": ""plural"", ""PRED"": ""predicate"", ""PREP"": ""preposition"", ""LOC"": ""locative""}"
kilm1241a-A_01_4-am-34,"o midorilo. Mi ko Onumeyo nake, yelo riyoro iki nakapno bonporo, yilau uke bonporo",ko	mi-dorilo	mi	ko	Onume-yo	nake	yelo	ri-yo=ro	iki	nake-p-no	bon-po=ro	yilau	uke	bon-po=ro,I	ITER-go.back.PP	again	I	Onume-LOC	live	ground	DIST-LOC=EMPH	APH.PL	live-PC-CO	born(TP)-LV.PP=EMPH	place	we.EXCL	born(TP)-LV.PP=EMPH,"I went back there. I live in Onume again, on that ground (where) they used to live. They had already been born there, (in) the place we were born.",A_01_4-am,34,kilm1241,kilm1241a,WORD_ALIGNED,"{""ITER"": ""iterative"", ""PP"": ""punctual past"", ""LOC"": ""locative"", ""DIST"": ""distal"", ""EMPH"": ""emphatic"", ""APH"": ""anaphor"", ""PL"": ""plural"", ""PC"": ""continuous past"", ""CO"": ""connective"", ""TP"": ""from Tok Pisin"", ""LV"": ""light verb"", ""EXCL"": ""exclusive""}"
kilm1241a-A_01_4-am-35,"o o lo. Oki yelo kopi yilau kopi. Onume Onume Aewanup Aewanup, Omoi Omoi",ko	o	lo	o-ki	yelo	ko-pi	yilau	ko-pi	Onume	Onume	Aewanup	Aewanup	Omoi	Omoi,I	PROX	go.PP	PROX-APH	ground	1SG-POSS	place	1SG-POSS	Onume	Onume	Aewanup	Aewanup	Omoi	Omoi,"I went (back) here. This is my ground, my place: Onume, Onume, Aewanup, Aewanup, Omoi, Omoi.",A_01_4-am,35,kilm1241,kilm1241a,WORD_ALIGNED,"{""PROX"": ""proximal"", ""PP"": ""punctual past"", ""APH"": ""anaphor"", ""SG"": ""singular"", ""POSS"": ""possessive""}"
kilm1241a-A_01_4-am-36,kero kamapporo yilau riyo,uke=ro	kamap-po=ro	yilau	ri-yo,we.EXCL=EMPH	arrive(TP)-LV.PP=EMPH	place	DIST-LOC,We finally arrived at that place.,A_01_4-am,36,kilm1241,kilm1241a,WORD_ALIGNED,"{""EXCL"": ""exclusive"", ""EMPH"": ""emphatic"", ""TP"": ""from Tok Pisin"", ""LV"": ""light verb"", ""PP"": ""punctual past"", ""DIST"": ""distal"", ""LOC"": ""locative""}"
kilm1241a-A_01_4-am-37,"oah Noah em karim dispela graun, Noah yelo piyo. Mi riyo nakap, yelo karimporo",Noah	Noah	em	karim	dispela	graun	Noah	yelo	piyo	mi	ri-yo	nake-p	yelo	karim-po=ro,Noah	Noah	APH(TP)	beget(TP)	this(TP)	ground(TP)	Noah	ground	take.PP	then	DIST-LOC	live-PC	ground	beget(TP)-LV.PP=EMPH,"Noah, Noah, he begot this ground. Noah took this ground, then he was living there. He  begot this ground.",A_01_4-am,37,kilm1241,kilm1241a,WORD_ALIGNED,"{""APH"": ""anaphor"", ""TP"": ""from Tok Pisin"", ""PP"": ""punctual past"", ""DIST"": ""distal"", ""LOC"": ""locative"", ""PC"": ""continuous past"", ""LV"": ""light verb"", ""EMPH"": ""emphatic""}"
kilm1241a-A_01_4-am-38,"au Yaesi Duweriyebili Duwarui Wekanei Onume, Onume dupua",Yau	Yaesi	Duweriyebili	Duwarui	Wekanei	Onume	Onume	dupua,Yau	Yaesi	Duweriyebili	Duwarui	Wekanei	Onume	Onume	two,"(The places are) Yau, Yaesi, Duweriyebili, Duwarui, Wekanei, Onume, two (places called) Onume.",A_01_4-am,38,kilm1241,kilm1241a,WORD_ALIGNED,{}
kilm1241a-A_01_4-am-39,"nume antap uke klokni muli, dupua Onume dere roki. Onume ewe roki yip riyo neki. Bu riyo nake, yip Am, yip riyo po",Onume	antap	uke	klokni	muli	dupua	Onume	dere	ro-ki	Onume	ewe	ro-ki	yip	ri-yo	neki	Bu	ri-yo	nake	yip	Am	yip	ri-yo	po,Onume	above(TP)	we.EXCL	one	say	two	Onume	ancestor	PROX-APH	Onume	older.brother	PROX-APH	house	DIST-LOC	erect	Bu	DIST-LOC	live	house	Am	house	DIST-LOC	make.PP,"The Onume Antap as we call one (of them), (because there are) two. The ancestor's Onume is this. Onume, the older brother builds a house there, Bu lives there. Am's house, he built that house.",A_01_4-am,39,kilm1241,kilm1241a,WORD_ALIGNED,"{""TP"": ""from Tok Pisin"", ""EXCL"": ""exclusive"", ""PROX"": ""proximal"", ""APH"": ""anaphor"", ""DIST"": ""distal"", ""LOC"": ""locative"", ""PP"": ""punctual past""}"
kilm1241a-A_01_4-am-40,tori kopi ba roki. Tenkyu em tasol,stori	ko-pi	ba	ro-ki	tenkyu	em	tasol,story	1SG-POSS	other	PROX-APH	thank.you(TP)	APH(TP)	only(TP),"This is one of my stories. Thank you, that's it.",A_01_4-am,40,kilm1241,kilm1241a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""PROX"": ""proximal"", ""APH"": ""anaphor"", ""TP"": ""from Tok Pisin""}"
